timestamp,kind,id,director,status,copy_flag,detail
2026-06-27T21:54:05,contribution,G-demo,Jaslam,complete,PASS,ok
2026-06-27T21:54:05,contribution,G-demo2,Jaslam,BLOCKED,PASS,hypothesis < 40 words; reasoning < 40 words; Socratic answer blank (blocks advance)
2026-06-28T00:17:14,contribution,G-test-delta,Jaslam,BLOCKED,PASS,hypothesis < 40 words | change_ratio=0.98 (65/66 novel words) | diff=governance/contribution_diffs/G-test-delta-2026-06-28T001714.diff
2026-06-28T00:38:38,contribution,G-test-copy-10,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-10-2026-06-28T003838.diff
2026-06-28T00:39:58,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T003958.diff
2026-06-28T00:39:58,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T003958.diff
2026-06-28T00:44:45,contribution,G-test-delta-4,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-4-2026-06-28T004445.diff
2026-06-28T00:44:46,contribution,G-test-copy-4,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-4-2026-06-28T004446.diff
2026-06-28T00:50:53,contribution,G-test-delta-6,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-6-2026-06-28T005053.diff
2026-06-28T00:50:53,contribution,G-test-copy-6,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-6-2026-06-28T005053.diff
2026-06-28T00:51:46,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T005146.diff
2026-06-28T00:51:46,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T005146.diff
2026-06-28T00:52:16,contribution,G-test-delta-99,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-99-2026-06-28T005216.diff
2026-06-28T00:52:16,contribution,G-test-copy-99,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-99-2026-06-28T005216.diff
2026-06-28T00:52:36,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T005236.diff
2026-06-28T00:52:36,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T005236.diff
2026-06-28T00:54:15,contribution,G-test-delta-4,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-4-2026-06-28T005415.diff
2026-06-28T00:54:15,contribution,G-test-copy-4,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-4-2026-06-28T005415.diff
2026-06-28T00:54:49,contribution,G-test-delta-4,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-4-2026-06-28T005449.diff
2026-06-28T00:54:49,contribution,G-test-copy-4,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-4-2026-06-28T005449.diff
2026-06-28T00:55:25,contribution,G-test-delta-111,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-111-2026-06-28T005525.diff
2026-06-28T00:55:25,contribution,G-test-copy-111,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-111-2026-06-28T005525.diff
2026-06-28T00:55:42,contribution,G-test-delta-4,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-4-2026-06-28T005542.diff
2026-06-28T00:55:42,contribution,G-test-copy-4,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-4-2026-06-28T005542.diff
2026-06-28T00:56:30,contribution,G-test-delta-4,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-4-2026-06-28T005630.diff
2026-06-28T00:56:31,contribution,G-test-copy-4,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-4-2026-06-28T005631.diff
2026-06-28T00:57:20,contribution,G-test-delta-5,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-5-2026-06-28T005720.diff
2026-06-28T00:57:20,contribution,G-test-copy-5,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-5-2026-06-28T005720.diff
2026-06-28T00:58:13,contribution,G-test-delta-4,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-4-2026-06-28T005813.diff
2026-06-28T00:58:13,contribution,G-test-copy-4,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-4-2026-06-28T005813.diff
2026-06-28T01:02:32,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T010232.diff
2026-06-28T01:02:32,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T010232.diff
2026-06-28T01:03:27,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T010327.diff
2026-06-28T01:03:27,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T010327.diff
2026-06-28T01:04:13,contribution,G-test-delta-4,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-4-2026-06-28T010413.diff
2026-06-28T01:04:13,contribution,G-test-copy-4,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-4-2026-06-28T010413.diff
2026-06-28T01:07:15,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T010715.diff
2026-06-28T01:07:16,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T010716.diff
2026-06-28T01:08:06,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T010806.diff
2026-06-28T01:08:06,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T010806.diff
2026-06-28T01:37:35,contribution,G-test-delta-9,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-9-2026-06-28T013735.diff
2026-06-28T01:37:35,contribution,G-test-copy-9,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-9-2026-06-28T013735.diff
2026-06-28T01:38:35,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T013835.diff
2026-06-28T01:38:35,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T013835.diff
2026-06-28T01:43:56,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T014356.diff
2026-06-28T01:43:56,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T014356.diff
2026-06-28T02:45:19,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T024519.diff
2026-06-28T02:45:19,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T024519.diff
2026-06-28T03:05:22,contribution,G-test-delta-6,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-6-2026-06-28T030522.diff
2026-06-28T03:05:22,contribution,G-test-copy-6,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-6-2026-06-28T030522.diff
2026-06-28T03:06:07,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T030607.diff
2026-06-28T03:06:07,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T030607.diff
2026-06-28T03:07:37,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T030737.diff
2026-06-28T03:07:37,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T030737.diff
2026-06-28T03:54:34,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T035434.diff
2026-06-28T03:54:34,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T035434.diff
2026-06-28T03:56:15,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T035615.diff
2026-06-28T03:56:15,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T035615.diff
2026-06-28T05:51:43,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T055143.diff
2026-06-28T05:51:43,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T055143.diff
2026-06-28T05:52:47,contribution,G-test-delta-3,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-3-2026-06-28T055247.diff
2026-06-28T05:52:48,contribution,G-test-copy-3,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-3-2026-06-28T055248.diff
2026-06-28T05:53:46,contribution,G-test-delta-5,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-5-2026-06-28T055346.diff
2026-06-28T05:53:46,contribution,G-test-copy-5,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-5-2026-06-28T055346.diff
2026-06-28T07:21:04,contribution,G-test-delta-7,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-7-2026-06-28T072104.diff
2026-06-28T07:21:04,contribution,G-test-copy-7,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-7-2026-06-28T072104.diff
2026-06-28T07:21:56,contribution,G-test-delta-7,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-7-2026-06-28T072156.diff
2026-06-28T07:21:57,contribution,G-test-copy-7,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-7-2026-06-28T072157.diff
2026-06-28T21:22:52,contribution,G-test-delta-7,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-7-2026-06-28T212252.diff
2026-06-28T21:22:52,contribution,G-test-copy-7,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-7-2026-06-28T212252.diff
2026-06-28T22:09:07,contribution,G-test-delta-6,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-6-2026-06-28T220907.diff
2026-06-28T22:09:07,contribution,G-test-copy-6,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-6-2026-06-28T220907.diff
2026-06-29T04:21:36,contribution,G-test-delta-8,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-8-2026-06-29T042136.diff
2026-06-29T04:21:36,contribution,G-test-copy-8,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-8-2026-06-29T042136.diff
2026-06-28T21:30:35,contribution,G-test-delta-18524,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-18524-2026-06-28T213035.diff
2026-06-28T21:30:35,contribution,G-test-copy-18524,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-18524-2026-06-28T213035.diff
2026-06-28T23:35:52,contribution,G-test-delta-27004,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-27004-2026-06-28T233552.diff
2026-06-28T23:35:52,contribution,G-test-copy-27004,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-27004-2026-06-28T233552.diff
2026-06-28T23:38:08,contribution,G-test-delta-54128,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-54128-2026-06-28T233808.diff
2026-06-28T23:38:08,contribution,G-test-copy-54128,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-54128-2026-06-28T233808.diff
2026-06-29T00:39:18,contribution,G-test-delta-20188,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-20188-2026-06-29T003918.diff
2026-06-29T00:39:19,contribution,G-test-copy-20188,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-20188-2026-06-29T003919.diff
2026-06-29T01:33:24,contribution,G-test-delta-55580,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-55580-2026-06-29T013324.diff
2026-06-29T01:33:24,contribution,G-test-copy-55580,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-55580-2026-06-29T013324.diff
2026-06-29T12:22:51,contribution,G-test-delta-19004,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-19004-2026-06-29T122251.diff
2026-06-29T12:22:51,contribution,G-test-copy-19004,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-19004-2026-06-29T122251.diff
2026-06-29T12:37:18,contribution,G-test-delta-6312,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-6312-2026-06-29T123718.diff
2026-06-29T12:37:18,contribution,G-test-copy-6312,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-6312-2026-06-29T123718.diff
2026-06-29T12:42:04,contribution,G-test-delta-42064,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-42064-2026-06-29T124204.diff
2026-06-29T12:42:04,contribution,G-test-copy-42064,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-42064-2026-06-29T124204.diff
2026-06-29T12:46:08,contribution,G-test-delta-21544,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-21544-2026-06-29T124608.diff
2026-06-29T12:46:08,contribution,G-test-copy-21544,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-21544-2026-06-29T124608.diff
2026-06-29T12:54:02,contribution,G-test-delta-28460,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-28460-2026-06-29T125402.diff
2026-06-29T12:54:02,contribution,G-test-copy-28460,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-28460-2026-06-29T125402.diff
2026-06-29T13:05:48,contribution,G-test-delta-19876,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-19876-2026-06-29T130548.diff
2026-06-29T13:05:48,contribution,G-test-copy-19876,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-19876-2026-06-29T130548.diff
2026-06-29T13:10:36,contribution,G-test-delta-20336,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-20336-2026-06-29T131036.diff
2026-06-29T13:10:36,contribution,G-test-copy-20336,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-20336-2026-06-29T131036.diff
2026-06-29T13:17:29,contribution,G-test-delta-16748,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-16748-2026-06-29T131729.diff
2026-06-29T13:17:30,contribution,G-test-copy-16748,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-16748-2026-06-29T131730.diff
2026-06-29T13:20:37,contribution,G-test-delta-4896,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-4896-2026-06-29T132037.diff
2026-06-29T13:20:37,contribution,G-test-copy-4896,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-4896-2026-06-29T132037.diff
2026-06-29T13:27:46,contribution,G-test-delta-15516,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-15516-2026-06-29T132746.diff
2026-06-29T13:27:46,contribution,G-test-copy-15516,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-15516-2026-06-29T132746.diff
